Date,Order_Demand,Year
2012-09-11,5000,2012
2012-09-11,15000,2012
2012-09-06,10000,2012
2012-10-02,5000,2012
2012-10-16,5000,2012
2012-11-05,5000,2012
2012-09-25,5000,2012
2012-10-09,5000,2012
2012-11-05,20000,2012
2012-10-23,30000,2012
2012-10-23,5000,2012
2012-10-29,20000,2012
2012-11-05,20000,2012
2012-11-19,20000,2012
2012-11-26,20000,2012
2012-11-06,1000,2012
2012-12-11,27000,2012
2012-12-11,40000,2012
2012-12-18,8000,2012
2012-12-25,3000,2012
2012-01-19,290000,2012
2012-02-12,200000,2012
2012-02-12,60000,2012
2012-03-19,200000,2012
2012-03-19,50000,2012
2012-04-11,150000,2012
2012-04-11,50000,2012
2012-05-18,200000,2012
2012-05-18,30000,2012
2012-06-07,200000,2012
2012-06-07,40000,2012
2012-07-09,170000,2012
2012-07-09,30000,2012
2012-08-07,250000,2012
2012-08-07,60000,2012
2012-09-07,222000,2012
2012-09-07,70000,2012
2012-09-07,8000,2012
2012-09-07,40000,2012
2012-10-08,160000,2012
2012-10-08,20000,2012
2012-11-06,180000,2012
2012-11-06,80000,2012
2012-12-07,140000,2012
2012-12-07,40000,2012
2012-07-09,100,2012
2012-08-15,100,2012
2012-08-20,400,2012
2012-05-28,55000,2012
2012-05-28,73000,2012
2012-08-22,5000,2012
2012-11-02,5000,2012
2012-02-15,2,2012
2012-08-27,1,2012
2012-02-10,5000,2012
2012-03-08,1750,2012
2012-03-28,9000,2012
2012-05-17,3000,2012
2012-05-25,2000,2012
2012-06-04,12000,2012
2012-06-26,5000,2012
2012-07-03,5000,2012
2012-07-06,11000,2012
2012-07-06,8000,2012
2012-07-11,2000,2012
2012-07-16,3000,2012
2012-08-21,4000,2012
2012-08-29,2000,2012
2012-09-18,1,2012
2012-10-08,10000,2012
2011-12-27,10000,2011
2012-01-03,15000,2012
2012-01-03,20000,2012
2012-01-12,45000,2012
2012-01-12,15000,2012
2012-02-03,35000,2012
2012-02-14,15000,2012
2012-02-14,15000,2012
2012-02-17,10000,2012
2012-03-19,5000,2012
2012-03-19,5000,2012
2012-03-29,20000,2012
2012-03-29,15000,2012
2012-04-09,25000,2012
2012-04-12,25000,2012
2012-04-12,15000,2012
2012-05-04,25000,2012
2012-05-09,5000,2012
2012-05-09,15000,2012
2012-05-16,25000,2012
2012-05-30,20000,2012
2012-06-07,30000,2012
2012-06-07,20000,2012
2012-06-20,25000,2012
2012-06-22,20000,2012
2012-06-22,25000,2012
2012-07-13,35000,2012
2012-07-13,25000,2012
2012-07-16,25000,2012
2012-07-23,20000,2012
2012-08-06,25000,2012
2012-08-13,20000,2012
2012-08-13,25000,2012
2012-08-16,20000,2012
2012-08-16,5000,2012
2012-09-03,20000,2012
2012-09-10,20000,2012
2012-09-20,5000,2012
2012-09-20,15000,2012
2012-10-08,25000,2012
2012-10-10,10000,2012
2012-10-10,10000,2012
2012-10-16,35000,2012
2012-10-24,5000,2012
2012-10-26,30000,2012
2012-10-26,10000,2012
2012-11-09,5000,2012
2012-11-14,10000,2012
2012-11-23,5000,2012
2012-11-23,5000,2012
2012-12-04,10000,2012
2012-12-04,5000,2012
2012-12-12,10000,2012
2012-12-19,10000,2012
2012-12-19,5000,2012
2012-10-10,20,2012
2012-10-10,16,2012
2012-10-03,1,2012
2012-11-07,5,2012
2012-11-07,5,2012
2012-01-03,300,2012
2012-01-04,500,2012
2012-02-07,1000,2012
2012-02-21,50,2012
2012-02-21,500,2012
2012-02-21,100,2012
2012-09-04,300,2012
2012-09-19,200,2012
2012-09-19,500,2012
2012-02-21,20,2012
2012-03-14,200,2012
2012-03-14,600,2012
2012-06-13,300,2012
2012-08-27,200,2012
2012-09-24,10,2012
2012-11-18,500,2012
2012-11-18,50,2012
2012-03-21,2000,2012
2012-11-07,20,2012
2012-11-19,80,2012
2012-12-19,100,2012
2012-01-11,5000,2012
2012-03-14,1000,2012
2012-12-04,1000,2012
2012-01-05,2000,2012
2012-01-11,1000,2012
2012-01-10,1000,2012
2012-01-13,75000,2012
2012-01-26,1000,2012
2012-01-13,1000,2012
2012-01-16,75000,2012
2012-01-17,1000,2012
2012-01-24,1000,2012
2012-01-20,1000,2012
2012-01-19,75000,2012
2012-02-01,20000,2012
2012-02-06,1000,2012
2012-01-25,75000,2012
2012-01-25,1000,2012
2012-02-02,1000,2012
2012-01-25,750000,2012
2012-01-27,75000,2012
2012-01-30,225000,2012
2012-02-07,2000,2012
2012-02-02,1000,2012
2012-02-02,75000,2012
2012-02-20,1000,2012
2012-02-08,75000,2012
2012-02-09,75000,2012
2012-02-09,300000,2012
2012-02-10,1000,2012
2012-02-14,75000,2012
2012-02-22,2000,2012
2012-02-22,1000,2012
2012-02-16,75000,2012
2012-02-17,1000,2012
2012-02-20,75000,2012
2012-02-23,75000,2012
2012-02-27,75000,2012
2012-02-27,1000,2012
2012-03-09,1000,2012
2012-03-08,1000,2012
2012-03-01,150000,2012
2012-03-02,75000,2012
2012-03-05,150000,2012
2012-03-05,1000,2012
2012-03-14,2000,2012
2012-03-08,2000,2012
2012-03-14,1000,2012
2012-03-08,75000,2012
2012-03-12,1000,2012
2012-03-13,75000,2012
2012-03-16,150000,2012
2012-04-10,1000,2012
2012-03-19,1000,2012
2012-03-21,75000,2012
2012-03-22,5000,2012
2012-03-26,75000,2012
2012-03-27,75000,2012
2012-03-27,1000,2012
2012-04-12,6000,2012
2012-04-04,2000,2012
2012-03-30,150000,2012
2012-04-03,75000,2012
2012-04-03,1000,2012
2012-04-05,150000,2012
2012-04-10,75000,2012
2012-05-01,2000,2012
2012-04-11,75000,2012
2012-04-11,1000,2012
2012-04-13,150000,2012
2012-04-13,1000,2012
2012-04-16,3000,2012
2012-04-17,75000,2012
2012-05-08,20000,2012
2012-04-18,75000,2012
2012-04-18,2000,2012
2012-04-20,75000,2012
2012-04-23,1000,2012
2012-05-16,1000,2012
2012-04-24,75000,2012
2012-04-25,525000,2012
2012-05-01,1000,2012
2012-05-15,2000,2012
2012-05-01,75000,2012
2012-05-07,225000,2012
2012-05-09,75000,2012
2012-05-17,1000,2012
2012-05-10,300000,2012
2012-05-14,150000,2012
2012-05-14,1000,2012
2012-05-16,75000,2012
2012-05-25,1000,2012
2012-05-23,1000,2012
2012-05-21,1000,2012
2012-05-22,75000,2012
2012-05-23,75000,2012
2012-05-24,225000,2012
2012-06-06,1000,2012
2012-05-25,150000,2012
2012-05-28,1000,2012
2012-06-07,2000,2012
2012-05-29,5000,2012
2012-05-30,1000,2012
2012-06-06,1000,2012
2012-06-04,75000,2012
2012-06-04,1000,2012
2012-06-15,1000,2012
2012-06-18,1000,2012
2012-06-06,75000,2012
2012-06-06,1000,2012
2012-06-07,75000,2012
2012-06-11,75000,2012
2012-06-12,1000,2012
2012-06-13,1000,2012
2012-06-20,1000,2012
2012-06-14,375000,2012
2012-06-18,75000,2012
2012-06-19,75000,2012
2012-06-19,1000,2012
2012-06-20,75000,2012
2012-06-27,1000,2012
2012-06-21,75000,2012
2012-07-06,1000,2012
2012-06-22,10000,2012
2012-09-06,1000,2012
2012-07-03,2000,2012
2012-06-27,75000,2012
2012-06-27,1000,2012
2012-06-28,75000,2012
2012-06-29,75000,2012
2012-06-29,1000,2012
2012-07-04,75000,2012
2012-07-05,75000,2012
2012-07-17,1000,2012
2012-07-09,1000,2012
2012-07-10,75000,2012
2012-07-25,1000,2012
2012-07-11,75000,2012
2012-07-18,1000,2012
2012-07-13,75000,2012
2012-07-18,300000,2012
2012-07-19,75000,2012
2012-07-19,1000,2012
2012-07-27,1000,2012
2012-07-24,75000,2012
2012-07-24,1000,2012
2012-07-31,1000,2012
2012-07-26,3000,2012
2012-07-30,75000,2012
2012-07-31,75000,2012
2012-08-01,10000,2012
2012-08-02,1000,2012
2012-08-07,75000,2012
2012-08-07,1000,2012
2012-08-20,1000,2012
2012-08-09,75000,2012
2012-08-20,75000,2012
2012-08-21,1000,2012
2012-08-31,20000,2012
2012-08-22,150000,2012
2012-08-28,1000,2012
2012-08-29,75000,2012
2012-08-30,150000,2012
2012-08-30,3000,2012
2012-08-31,75000,2012
2012-09-14,1000,2012
2012-09-04,75000,2012
2012-09-11,1000,2012
2012-09-06,75000,2012
2012-09-12,1000,2012
2012-09-12,300000,2012
2012-09-14,75000,2012
2012-09-14,1000,2012
2012-09-18,75000,2012
2012-09-18,20000,2012
2012-09-19,75000,2012
2012-09-20,150000,2012
2012-09-25,1000,2012
2012-09-21,150000,2012
2012-09-25,75000,2012
2012-09-25,1000,2012
2012-09-27,75000,2012
2012-09-28,150000,2012
2012-10-02,75000,2012
2012-10-12,1000,2012
2012-10-02,1000,2012
2012-10-03,1000,2012
2012-10-03,2000,2012
2012-10-05,1000,2012
2012-10-09,75000,2012
2012-10-09,75000,2012
2012-10-11,75000,2012
2012-10-26,1000,2012
2012-10-15,1000,2012
2012-10-24,1000,2012
2012-10-17,75000,2012
2012-10-24,1000,2012
2012-10-17,150000,2012
2012-10-19,75000,2012
2012-10-22,1000,2012
2012-10-23,1000,2012
2012-10-26,75000,2012
2012-11-01,1000,2012
2012-11-01,150000,2012
2012-11-01,2000,2012
2012-11-02,225000,2012
2012-11-05,1000,2012
2012-11-09,11000,2012
2012-11-08,1000,2012
2012-11-12,75000,2012
2012-11-16,75000,2012
2012-11-19,1000,2012
2012-11-19,75000,2012
2012-11-21,1000,2012
2012-11-26,75000,2012
2012-11-27,1000,2012
2012-11-28,75000,2012
2012-11-28,375000,2012
2012-12-03,150000,2012
2012-12-06,1000,2012
2012-12-07,75000,2012
2012-12-12,2000,2012
2012-12-21,1000,2012
2012-12-13,75000,2012
2012-12-14,1000,2012
2012-12-19,1000,2012
2012-12-25,2000,2012
2012-12-19,225000,2012
2012-12-21,75000,2012
2012-12-26,1000,2012
2012-12-26,10000,2012
2012-12-26,75000,2012
2011-12-26,300000,2011
2011-12-26,25000,2011
2012-11-12,100000,2012
2012-12-12,100000,2012
2012-01-09,130000,2012
2012-01-02,100000,2012
2012-01-16,100000,2012
2012-01-24,1500,2012
2012-02-21,1500,2012
2012-02-27,1500,2012
2012-03-20,1500,2012
2012-03-20,1500,2012
2012-03-20,100000,2012
2012-03-27,25000,2012
2012-03-21,100000,2012
2012-04-12,1500,2012
2012-04-21,260000,2012
2012-04-25,100000,2012
2012-06-01,100000,2012
2012-06-19,50000,2012
2012-06-29,100000,2012
2012-07-09,1500,2012
2012-08-07,1500,2012
2012-08-06,350000,2012
2012-08-27,50000,2012
2012-08-29,100000,2012
2012-09-06,1500,2012
2012-09-26,50000,2012
2012-09-28,1500,2012
2012-11-05,50000,2012
2012-10-18,1500,2012
2012-10-19,50000,2012
2012-10-19,50000,2012
2012-10-24,6000,2012
2012-11-01,50000,2012
2012-11-06,28000,2012
2012-11-07,25000,2012
2012-11-07,50000,2012
2012-11-19,1500,2012
2012-11-21,50000,2012
2012-12-10,5000,2012
2012-12-17,1500,2012
2012-07-12,1000,2012
2012-01-02,40000,2012
2012-01-02,68000,2012
2012-01-02,13000,2012
2012-01-16,125000,2012
2012-01-30,150000,2012
2012-01-02,20000,2012
2012-01-23,80000,2012
2012-01-30,50000,2012
2011-12-30,170000,2011
2012-01-16,165000,2012
2012-01-23,10000,2012
2012-01-16,15000,2012
2012-01-19,90000,2012
2012-02-13,140000,2012
2012-01-09,1000,2012
2012-02-13,10000,2012
2012-01-19,10000,2012
2012-01-16,170000,2012
2012-01-23,135000,2012
2012-01-30,6500,2012
2012-01-23,25000,2012
2012-02-06,100000,2012
2012-02-13,175000,2012
2012-02-13,115000,2012
2012-02-06,150000,2012
2012-02-13,330000,2012
2012-01-16,5000,2012
2012-02-06,50000,2012
2012-02-27,140000,2012
2012-01-19,50000,2012
2012-02-13,75000,2012
2012-02-20,150000,2012
2012-02-27,69000,2012
2012-02-13,125000,2012
2012-02-20,135000,2012
2012-02-13,120000,2012
2012-02-20,135000,2012
2012-01-16,150000,2012
2012-02-06,20000,2012
2012-01-16,30000,2012
2012-01-30,40000,2012
2012-02-06,5000,2012
2012-03-19,140000,2012
2012-01-30,12500,2012
2012-02-07,6000,2012
2012-02-13,5500,2012
2012-03-27,107000,2012
2012-02-19,20000,2012
2012-02-26,50000,2012
2012-03-04,40000,2012
2012-02-26,200000,2012
2012-03-04,125000,2012
2012-02-26,50000,2012
2012-03-04,130000,2012
2012-02-05,5000,2012
2012-02-19,345500,2012
2012-02-26,180000,2012
2012-02-27,10000,2012
2012-02-26,10000,2012
2012-02-12,20000,2012
2012-02-19,20000,2012
2012-02-26,40000,2012
2012-02-19,14000,2012
2012-03-04,20000,2012
2012-03-11,10000,2012
2012-03-18,40000,2012
2012-03-11,50000,2012
2012-03-18,140000,2012
2012-03-04,55000,2012
2012-03-11,100000,2012
2012-03-18,40000,2012
2012-02-19,6000,2012
2012-03-04,180000,2012
2012-03-11,165000,2012
2012-02-19,100000,2012
2012-04-01,12000,2012
2012-02-19,5000,2012
2012-02-19,200000,2012
2012-02-19,4000,2012
2012-04-15,50000,2012
2012-05-20,50000,2012
2012-03-04,19000,2012
2012-04-15,100000,2012
2012-05-20,50000,2012
2012-03-11,120000,2012
2012-03-11,60000,2012
2012-03-26,135000,2012
2012-03-11,320000,2012
2012-03-19,250000,2012
2012-04-22,80000,2012
2012-04-29,26000,2012
2012-02-26,3500,2012
2012-03-04,50000,2012
2012-03-04,100000,2012
2012-03-26,40000,2012
2012-04-02,60000,2012
2012-03-05,125000,2012
2012-03-19,150000,2012
2012-03-26,150000,2012
2012-04-02,200000,2012
2012-03-19,20000,2012
2012-03-26,135000,2012
2012-04-02,135000,2012
2012-03-26,105000,2012
2012-03-11,8500,2012
2012-03-18,5500,2012
2012-03-11,10000,2012
2012-03-19,50000,2012
2012-05-13,50000,2012
2012-05-29,50000,2012
2012-04-17,100000,2012
2012-05-29,100000,2012
2012-04-24,10000,2012
2012-03-20,23500,2012
2012-04-17,40000,2012
2012-04-24,125000,2012
2012-04-10,90000,2012
2012-04-10,140000,2012
2012-04-10,140000,2012
2012-04-10,220000,2012
2012-04-17,230000,2012
2012-04-24,140000,2012
2012-04-03,15000,2012
2012-04-03,21000,2012
2012-04-03,10000,2012
2012-05-22,140000,2012
2012-04-24,20000,2012
2012-05-01,120000,2012
2012-05-01,155000,2012
2012-04-17,275000,2012
2012-04-10,5000,2012
2012-05-01,1000,2012
2012-04-10,7500,2012
2012-04-17,8500,2012
2012-04-17,10000,2012
2012-04-24,50000,2012
2012-05-08,40000,2012
2012-05-01,200000,2012
2012-05-08,105000,2012
2012-05-08,125000,2012
2012-04-17,245000,2012
2012-04-24,255000,2012
2012-04-24,230000,2012
2012-05-01,155000,2012
2012-05-15,205000,2012
2012-04-24,20000,2012
2012-05-01,9500,2012
2012-04-24,5000,2012
2012-06-12,140000,2012
2012-05-01,400000,2012
2012-05-08,400000,2012
2012-05-08,10000,2012
2012-05-15,40000,2012
2012-05-22,40000,2012
2012-05-08,175000,2012
2012-05-22,175000,2012
2012-05-15,105000,2012
2012-05-29,135000,2012
2012-05-15,210000,2012
2012-05-22,260000,2012
2012-05-22,30000,2012
2012-06-05,30000,2012
2012-06-05,10000,2012
2012-05-22,120000,2012
2012-05-29,130000,2012
2012-05-22,140000,2012
2012-05-14,40000,2012
2012-05-03,3000,2012
2012-05-08,2000,2012
2012-05-08,25000,2012
2012-05-03,100000,2012
2012-05-03,20000,2012
2012-05-15,30000,2012
2012-05-15,140000,2012
2012-07-03,140000,2012
2012-05-15,5000,2012
2012-05-15,15000,2012
2012-06-19,100000,2012
2012-05-29,125000,2012
2012-06-05,100000,2012
2012-06-19,125000,2012
2012-06-12,10000,2012
2012-05-15,11000,2012
2012-05-29,10000,2012
2012-05-22,50000,2012
2012-06-26,73000,2012
2012-06-12,30000,2012
2012-05-18,5000,2012
2012-06-12,6000,2012
2012-06-26,15000,2012
2012-07-10,150000,2012
2012-06-19,20000,2012
2012-06-26,20000,2012
2012-07-03,10000,2012
2012-05-29,13500,2012
2012-06-05,20000,2012
2012-06-19,30000,2012
2012-06-19,100000,2012
2012-05-30,10000,2012
2012-05-30,12000,2012
2012-05-30,20000,2012
2012-06-19,20000,2012
2012-07-03,30000,2012
2012-07-10,10000,2012
2012-07-03,10000,2012
2012-07-03,175000,2012
2012-07-10,100000,2012
2012-06-26,165000,2012
2012-07-03,295000,2012
2012-07-17,140000,2012
2012-07-03,140000,2012
2012-06-19,17000,2012
2012-06-19,120000,2012
2012-06-19,11500,2012
2012-07-10,30000,2012
2012-07-17,80000,2012
2012-07-03,150000,2012
2012-07-10,150000,2012
2012-07-24,125000,2012
2012-07-03,125000,2012
2012-07-17,150000,2012
2012-07-24,145000,2012
2012-08-14,5000,2012
2012-06-26,28500,2012
2012-07-10,30000,2012
2012-07-17,200000,2012
2012-06-29,20000,2012
2012-08-14,80000,2012
2012-07-17,10000,2012
2012-07-31,40000,2012
2012-07-24,200000,2012
2012-07-17,125000,2012
2012-07-24,55000,2012
2012-07-24,50000,2012
2012-07-24,20000,2012
2012-08-14,55000,2012
2012-07-24,100000,2012
2012-08-07,10000,2012
2012-07-17,100000,2012
2012-07-24,160000,2012
2012-08-07,180000,2012
2012-07-24,680000,2012
2012-07-31,1000,2012
2012-08-21,140000,2012
2012-07-24,5000,2012
2012-08-14,13000,2012
2012-07-31,14000,2012
2012-09-11,140000,2012
2012-07-24,20000,2012
2012-07-31,30000,2012
2012-08-07,220000,2012
2012-08-14,80000,2012
2012-08-14,20000,2012
2012-07-31,320000,2012
2012-08-07,305000,2012
2012-08-14,30000,2012
2012-07-24,20000,2012
2012-08-28,1000,2012
2012-08-28,10000,2012
2012-08-14,255000,2012
2012-07-31,11000,2012
2012-07-31,18000,2012
2012-08-21,7000,2012
2012-07-31,15500,2012
2012-08-21,40000,2012
2012-09-04,10000,2012
2012-09-11,50000,2012
2012-08-14,40000,2012
2012-08-14,11000,2012
2012-08-21,110000,2012
2012-08-28,160000,2012
2012-09-11,110000,2012
2012-08-14,100000,2012
2012-08-28,150000,2012
2012-09-11,250000,2012
2012-08-21,200000,2012
2012-08-28,465000,2012
2012-09-11,330000,2012
2012-08-14,11000,2012
2012-09-25,140000,2012
2012-09-18,60000,2012
2012-09-04,10000,2012
2012-08-28,30000,2012
2012-09-11,75000,2012
2012-09-18,65000,2012
2012-09-11,305000,2012
2012-09-18,230000,2012
2012-10-16,140000,2012
2012-09-11,5000,2012
2012-08-27,50000,2012
2012-09-18,100000,2012
2012-09-04,30000,2012
2012-09-04,10000,2012
2012-09-25,15000,2012
2012-09-04,20000,2012
2012-09-11,5000,2012
2012-09-18,6000,2012
2012-09-25,50000,2012
2012-09-11,2500,2012
2012-10-16,10000,2012
2012-09-18,10000,2012
2012-10-02,36000,2012
2012-09-06,60000,2012
2012-09-18,10000,2012
2012-09-25,20000,2012
2012-10-02,30000,2012
2012-10-09,10000,2012
2012-10-02,175000,2012
2012-10-29,8000,2012
2012-10-02,50000,2012
2012-10-09,190000,2012
2012-09-25,3000,2012
2012-11-19,140000,2012
2012-10-16,20000,2012
2012-10-23,70000,2012
2012-10-16,100000,2012
2012-10-16,175000,2012
2012-10-23,150000,2012
2012-10-16,100000,2012
2012-10-23,290000,2012
2012-12-04,140000,2012
2012-11-06,40000,2012
2012-11-13,30000,2012
2012-10-30,125000,2012
2012-11-06,300000,2012
2012-10-30,150000,2012
2012-11-06,200000,2012
2012-10-30,200000,2012
2012-12-03,20000,2012
2012-10-29,80000,2012
2012-11-19,100000,2012
2012-12-03,150000,2012
2012-11-19,135000,2012
2012-12-03,125000,2012
2012-10-29,420000,2012
2012-11-05,300000,2012
2012-11-12,240000,2012
2012-11-06,5000,2012
2012-11-13,7000,2012
2012-11-06,10000,2012
2012-11-13,20000,2012
2012-12-11,30000,2012
2012-12-04,55000,2012
2012-12-11,100000,2012
2012-11-20,397500,2012
2012-11-27,350000,2012
2012-12-04,330000,2012
2012-12-11,150000,2012
2012-11-13,10000,2012
2012-12-04,15000,2012
2012-12-11,140000,2012
2012-12-04,15000,2012
2012-12-25,144000,2012
2013-01-01,30000,2013
2013-01-01,200000,2013
2012-12-04,20000,2012
2012-12-04,1000,2012
2013-01-01,100000,2013
2013-01-01,15000,2013
2012-12-25,40000,2012
2012-12-18,90000,2012
2012-12-14,10000,2012
2012-12-25,52000,2012
2012-12-21,20000,2012
2012-08-28,2000,2012
2012-10-03,10000,2012
2012-09-06,24000,2012
2012-01-03,1000,2012
2012-02-15,3000,2012
2012-09-18,5,2012
2012-09-18,2,2012
2012-11-13,11,2012
2012-11-13,1,2012
2012-08-20,5,2012
2012-11-12,5,2012
2012-03-07,128,2012
2012-04-24,45,2012
2012-04-09,75,2012
2012-01-24,22,2012
2012-01-24,4,2012
2012-01-24,2,2012
2012-03-29,15,2012
2012-03-12,198,2012
2012-03-12,154,2012
2012-03-12,96,2012
2012-03-12,174,2012
2012-03-12,99,2012
2012-03-12,87,2012
2012-03-12,77,2012
2012-03-12,87,2012
2012-07-24,50,2012
2012-01-30,80,2012
2012-01-30,80,2012
2012-02-01,16,2012
2012-02-01,264,2012
2012-02-01,264,2012
2012-02-01,16,2012
2012-02-01,32,2012
2012-05-20,2444,2012
2012-05-20,909,2012
2012-07-26,48,2012
2012-02-01,78,2012
2012-02-01,102,2012
2012-02-01,111,2012
2012-02-01,4,2012
2012-02-01,28,2012
2012-05-20,1672,2012
2012-05-20,1027,2012
2012-05-20,514,2012
2012-01-30,40,2012
2012-01-30,6,2012
2012-02-01,20,2012
2012-02-01,89,2012
2012-02-01,25,2012
2012-02-01,15,2012
2012-05-20,60,2012
2012-05-20,399,2012
2012-05-20,40,2012
2012-05-20,440,2012
2012-05-20,36,2012
2012-05-20,106,2012
2012-05-20,12,2012
2012-05-20,12,2012
2012-05-20,6,2012
2012-05-20,6,2012
2012-02-15,100,2012
2012-03-01,24,2012
2012-03-14,48,2012
2012-01-05,50,2012
2012-01-23,28,2012
2012-01-23,12,2012
2012-01-23,4,2012
2012-01-23,10,2012
2012-01-23,55,2012
2012-02-10,42,2012
2012-02-10,50,2012
2012-03-14,48,2012
2012-06-22,1774,2012
2012-06-22,3482,2012
2012-07-09,10,2012
2012-07-13,300,2012
2012-07-13,300,2012
2012-07-31,100,2012
2012-09-12,60,2012
2012-09-12,60,2012
2012-09-12,60,2012
2012-09-12,25,2012
2012-09-12,25,2012
2012-09-12,25,2012
2012-09-24,150,2012
2012-11-26,10,2012
2012-11-28,96,2012
2012-01-23,1,2012
2012-01-27,240,2012
2012-01-27,50,2012
2012-01-27,800,2012
2012-03-14,2,2012
2012-04-27,200,2012
2012-04-26,200,2012
2012-04-26,20,2012
2012-04-27,12,2012
2012-07-13,226,2012
2012-11-07,10,2012
2012-11-27,30,2012
2012-01-18,50,2012
2012-01-23,1,2012
2012-02-24,10,2012
2012-02-24,4,2012
2012-02-24,2,2012
2012-02-23,18,2012
2012-02-24,5,2012
2012-02-24,1,2012
2012-02-24,12,2012
2012-02-24,50,2012
2012-02-24,18,2012
2012-02-24,8,2012
2012-02-24,35,2012
2012-02-24,3,2012
2012-02-24,63,2012
2012-03-22,4,2012
2012-03-22,1,2012
2012-03-22,3,2012
2012-03-22,2,2012
2012-03-22,4,2012
2012-08-22,10,2012
2012-08-22,5,2012
2012-09-25,4,2012
2012-09-25,4,2012
2012-09-25,2,2012
2012-09-25,2,2012
2012-09-25,100,2012
2012-09-25,25,2012
2012-09-25,2,2012
2012-10-18,21,2012
2012-10-18,118,2012
2012-10-18,9,2012
2012-10-23,18,2012
2012-01-05,100,2012
2012-01-11,200,2012
2012-01-23,67,2012
2012-02-01,145,2012
2012-02-16,60,2012
2012-02-22,50,2012
2012-03-02,100,2012
2012-03-06,56,2012
2012-03-19,50,2012
2012-05-08,430,2012
2012-05-25,96,2012
2012-06-13,100,2012
2012-06-15,26,2012
2012-06-18,60,2012
2012-06-22,22,2012
2012-06-22,268,2012
2012-07-03,10,2012
2012-07-03,10,2012
2012-07-03,22,2012
2012-07-16,20,2012
2012-08-03,25,2012
2012-08-10,25,2012
2012-09-12,12,2012
2012-09-14,24,2012
2012-09-14,24,2012
2012-10-01,82,2012
2012-10-17,67,2012
2012-10-17,116,2012
2012-10-24,50,2012
2012-11-27,35,2012
2012-11-27,34,2012
2012-11-27,56,2012
2012-11-28,100,2012
2012-11-28,105,2012
2012-11-28,29,2012
2012-12-06,498,2012
2012-12-06,388,2012
2012-12-13,20,2012
2012-12-18,8,2012
2012-12-18,8,2012
2011-12-26,100,2011
2011-12-26,30,2011
2012-01-06,25,2012
2012-02-09,50,2012
2012-02-16,15,2012
2012-02-27,30,2012
2012-02-27,50,2012
2012-03-06,15,2012
2012-03-22,105,2012
2012-03-29,200,2012
2012-03-29,160,2012
2012-03-29,120,2012
2012-03-29,130,2012
2012-04-18,300,2012
2012-05-08,430,2012
2012-05-09,50,2012
2012-05-09,50,2012
2012-05-16,20,2012
2012-05-16,20,2012
2012-05-16,20,2012
2012-05-25,3,2012
2012-06-22,10,2012
2012-07-03,36,2012
2012-09-12,24,2012
2012-09-12,18,2012
2012-09-12,21,2012
2012-09-12,19,2012
2012-09-14,24,2012
2012-09-18,150,2012
2012-09-18,50,2012
2012-10-01,123,2012
2012-10-11,50,2012
2012-10-17,66,2012
2012-10-17,30,2012
2012-10-24,100,2012
2012-10-24,100,2012
2012-11-27,40,2012
2012-11-27,40,2012
2012-11-28,50,2012
2012-11-28,75,2012
2012-11-28,9,2012
2012-12-12,40,2012
2012-12-13,5,2012
2012-12-18,8,2012
2012-12-20,300,2012
2012-12-20,100,2012
2012-12-27,50,2012
2012-12-27,50,2012
2012-03-02,2,2012
2012-03-05,200,2012
2012-03-06,2,2012
2012-03-07,25,2012
2012-03-08,53,2012
2012-03-08,300,2012
2012-03-08,10,2012
2012-03-14,30,2012
2012-03-14,10,2012
2012-03-15,10,2012
2012-03-18,346,2012
2012-04-04,200,2012
2012-04-27,100,2012
2012-04-27,5,2012
2012-05-04,10,2012
2012-05-25,8,2012
2012-06-22,11,2012
2012-07-04,180,2012
2012-07-04,390,2012
2012-07-05,70,2012
2012-07-05,30,2012
2012-07-17,90,2012
2012-08-13,4,2012
2012-08-23,50,2012
2012-08-28,1,2012
2012-09-12,5,2012
2012-09-12,20,2012
2012-09-12,40,2012
2012-09-12,5,2012
2012-09-12,10,2012
2012-09-14,12,2012
2012-10-01,11,2012
2012-10-01,20,2012
2012-10-17,54,2012
2012-10-17,14,2012
2012-10-24,10,2012
2012-11-02,5,2012
2012-11-08,5,2012
2012-11-16,46,2012
2012-11-16,184,2012
2012-11-16,28,2012
2012-11-28,16,2012
2012-11-28,4,2012
2012-11-28,4,2012
2012-12-04,10,2012
2012-12-13,2,2012
2012-12-17,10,2012
2012-12-17,7,2012
2012-12-18,4,2012
2011-12-26,10,2011
2012-02-01,2,2012
2012-02-01,1,2012
2012-03-01,4,2012
2012-03-02,8,2012
2012-03-02,4,2012
2012-03-02,4,2012
2012-03-02,2,2012
2012-03-07,8,2012
2012-03-07,4,2012
2012-03-07,25,2012
2012-03-08,3,2012
2012-03-08,16,2012
2012-03-14,2,2012
2012-03-15,17,2012
2012-03-22,4,2012
2012-03-29,4,2012
2012-03-29,8,2012
2012-04-04,4,2012
2012-04-04,4,2012
2012-04-04,10,2012
2012-05-08,2,2012
2012-05-08,4,2012
2012-05-08,2,2012
2012-06-22,4,2012
2012-07-02,3,2012
2012-07-15,44,2012
2012-07-18,3,2012
2012-07-19,13,2012
2012-08-10,2,2012
2012-08-21,12,2012
2012-08-21,4,2012
2012-09-28,8,2012
2012-10-24,1,2012
2012-10-24,2,2012
2012-10-24,1,2012
2012-10-24,2,2012
2012-10-24,2,2012
2012-10-24,1,2012
2012-10-24,2,2012
2012-11-13,4,2012
